trait_no,try_no,kernel_name,nfolds,R2_test
24,9,23,10,0.002
24,10,23,10,0.005
25,1,23,10,0.01
25,2,23,10,0.008
25,3,23,10,0.009
25,4,23,10,0.004
25,5,23,10,0.005
25,6,23,10,0.004
25,7,23,10,0
25,8,23,10,0.008
25,9,23,10,0.001
25,10,23,10,0.003
26,1,23,10,0.003
26,2,23,10,0.004
26,3,23,10,0.002
26,4,23,10,0.003
26,5,23,10,0.005
26,6,23,10,0.007
26,7,23,10,0.006
26,8,23,10,0.015
26,9,23,10,0.007
26,10,23,10,0.014
27,1,23,10,0.011
27,2,23,10,0.008
27,3,23,10,0.007
27,4,23,10,0.001
27,5,23,10,0.006
27,6,23,10,0.006
27,7,23,10,0.004
27,8,23,10,0.005
27,9,23,10,0.005
27,10,23,10,0.007
28,1,23,10,0.007
28,2,23,10,0.004
28,3,23,10,0.001
28,4,23,10,0.005
28,5,23,10,0.016
28,6,23,10,0.008
28,7,23,10,0.003
28,8,23,10,0.003
28,9,23,10,0.009
28,10,23,10,0.01
29,1,23,10,0.007
29,2,23,10,0.007
29,3,23,10,0.009
29,4,23,10,0.004
29,5,23,10,0
29,6,23,10,0.005
29,7,23,10,0.004
29,8,23,10,0.001
29,9,23,10,0.009
29,10,23,10,0.003
30,1,23,10,0.016
30,2,23,10,0.01
30,3,23,10,0.001
30,4,23,10,0.001
30,5,23,10,0
30,6,23,10,0
30,7,23,10,0.004
30,8,23,10,0
30,9,23,10,0.005
30,10,23,10,0.009
31,1,23,10,0.011
31,2,23,10,0
31,3,23,10,0.002
31,4,23,10,0.002
31,5,23,10,0.002
31,6,23,10,0.003
31,7,23,10,0.002
31,8,23,10,0.001
31,9,23,10,0.001
31,10,23,10,0.003
32,1,23,10,0.007
32,2,23,10,0.004
32,3,23,10,0.006
32,4,23,10,0.017
32,5,23,10,0.002
32,6,23,10,0.004
32,7,23,10,0.002
32,8,23,10,0.008
32,9,23,10,0.003
32,10,23,10,0.005
33,1,23,10,0.016
33,2,23,10,0.01
33,3,23,10,0.007
33,4,23,10,0.016
33,5,23,10,0.003
33,6,23,10,0.003
33,7,23,10,0.009
33,8,23,10,0.006
33,9,23,10,0.007
33,10,23,10,0.008
34,1,23,10,0.005
34,2,23,10,0.006
34,3,23,10,0.011
34,4,23,10,0.007
34,5,23,10,0.007
34,6,23,10,0.006
34,7,23,10,0.001
34,8,23,10,0.004
34,9,23,10,0.003
34,10,23,10,0.015
35,1,23,10,0.016
35,2,23,10,0.008
35,3,23,10,0.012
35,4,23,10,0.006
35,5,23,10,0.003
35,6,23,10,0.014
35,7,23,10,0.004
35,8,23,10,0.005
35,9,23,10,0.006
35,10,23,10,0.012
36,1,23,10,0
36,2,23,10,0.006
36,3,23,10,0.002
36,4,23,10,0.012
36,5,23,10,0.007
36,6,23,10,0.009
36,7,23,10,0.004
36,8,23,10,0.003
36,9,23,10,0
36,10,23,10,0.005
37,1,23,10,0.033
37,2,23,10,0.006
37,3,23,10,0.008
37,4,23,10,0.022
37,5,23,10,0.029
37,6,23,10,0.014
37,7,23,10,0.023
37,8,23,10,0.027
37,9,23,10,0.025
37,10,23,10,0.002
38,1,23,10,0
38,2,23,10,0.001
38,3,23,10,0.001
38,4,23,10,0.001
38,5,23,10,0.001
38,6,23,10,0
38,7,23,10,0
38,8,23,10,0.004
38,9,23,10,0.01
38,10,23,10,0.002
39,1,23,10,0.109
39,2,23,10,0.104
39,3,23,10,0.093
39,4,23,10,0.105
39,5,23,10,0.114
39,6,23,10,0.099
39,7,23,10,0.095
39,8,23,10,0.09
39,9,23,10,0.101
39,10,23,10,0.103
40,1,23,10,0.005
40,2,23,10,0.007
40,3,23,10,0.011
40,4,23,10,0.006
40,5,23,10,0.013
40,6,23,10,0.019
40,7,23,10,0.009
40,8,23,10,0.01
40,9,23,10,0.005
40,10,23,10,0.003
41,1,23,10,0.008
41,2,23,10,0.011
41,3,23,10,0.003
41,4,23,10,0.005
41,5,23,10,0.009
41,6,23,10,0.01
41,7,23,10,0.009
41,8,23,10,0.011
41,9,23,10,0.014
41,10,23,10,0.008
42,1,23,10,0.115
42,2,23,10,0.103
42,3,23,10,0.117
42,4,23,10,0.114
42,5,23,10,0.107
42,6,23,10,0.115
42,7,23,10,0.115
42,8,23,10,0.094
42,9,23,10,0.112
42,10,23,10,0.123
43,1,23,10,0.004
43,2,23,10,0.004
43,3,23,10,0.011
43,4,23,10,0.002
43,5,23,10,0.004
43,6,23,10,0.015
43,7,23,10,0.005
43,8,23,10,0.004
43,9,23,10,0.007
43,10,23,10,0
44,1,23,10,0.009
44,2,23,10,0.003
44,3,23,10,0.005
44,4,23,10,0.004
44,5,23,10,0.008
44,6,23,10,0.006
44,7,23,10,0.006
44,8,23,10,0.008
44,9,23,10,0.006
44,10,23,10,0.005
45,1,23,10,0.014
45,2,23,10,0.004
45,3,23,10,0.013
45,4,23,10,0.006
45,5,23,10,0.013
45,6,23,10,0.004
45,7,23,10,0.015
45,8,23,10,0.016
45,9,23,10,0.007
45,10,23,10,0.006
46,1,23,10,0.008
46,2,23,10,0
46,3,23,10,0.013
46,4,23,10,0.01
46,5,23,10,0.001
46,6,23,10,0
46,7,23,10,0.002
46,8,23,10,0.005
46,9,23,10,0.002
46,10,23,10,0.003
1,1,22,10,0.245
1,2,22,10,0.129
1,3,22,10,0.18
1,4,22,10,0.153
1,5,22,10,0.176
1,6,22,10,0.141
1,7,22,10,0.18
1,8,22,10,0.191
1,9,22,10,0.212
1,10,22,10,0.129
2,1,22,10,0.212
2,2,22,10,0.209
2,3,22,10,0.216
2,4,22,10,0.208
2,5,22,10,0.224
2,6,22,10,0.218
2,7,22,10,0.209
2,8,22,10,0.205
2,9,22,10,0.214
2,10,22,10,0.217
3,1,22,10,0.258
3,2,22,10,0.282
3,3,22,10,0.264
3,4,22,10,0.265
3,5,22,10,0.271
3,6,22,10,0.284
3,7,22,10,0.265
3,8,22,10,0.275
3,9,22,10,0.265
3,10,22,10,0.265
4,1,22,10,0.267
4,2,22,10,0.286
4,3,22,10,0.268
4,4,22,10,0.27
4,5,22,10,0.265
4,6,22,10,0.267
4,7,22,10,0.266
4,8,22,10,0.276
4,9,22,10,0.27
4,10,22,10,0.273
5,1,22,10,0.466
5,2,22,10,0.45
5,3,22,10,0.466
5,4,22,10,0.456
5,5,22,10,0.457
5,6,22,10,0.459
5,7,22,10,0.456
5,8,22,10,0.46
5,9,22,10,0.449
5,10,22,10,0.466
6,1,22,10,0.476
6,2,22,10,0.482
6,3,22,10,0.467
6,4,22,10,0.478
6,5,22,10,0.475
6,6,22,10,0.473
6,7,22,10,0.479
6,8,22,10,0.487
6,9,22,10,0.489
6,10,22,10,0.48
7,1,22,10,0.355
7,2,22,10,0.354
7,3,22,10,0.354
7,4,22,10,0.376
7,5,22,10,0.34
7,6,22,10,0.346
7,7,22,10,0.364
7,8,22,10,0.348
7,9,22,10,0.363
7,10,22,10,0.34
8,1,22,10,0.511
8,2,22,10,0.496
8,3,22,10,0.503
8,4,22,10,0.501
8,5,22,10,0.499
8,6,22,10,0.497
8,7,22,10,0.506
8,8,22,10,0.495
8,9,22,10,0.504
8,10,22,10,0.505
9,1,22,10,0.471
9,2,22,10,0.472
9,3,22,10,0.483
9,4,22,10,0.472
9,5,22,10,0.477
9,6,22,10,0.483
9,7,22,10,0.47
9,8,22,10,0.471
9,9,22,10,0.477
9,10,22,10,0.469
10,1,22,10,0.396
10,2,22,10,0.414
10,3,22,10,0.389
10,4,22,10,0.409
10,5,22,10,0.401
10,6,22,10,0.398
10,7,22,10,0.395
10,8,22,10,0.412
10,9,22,10,0.4
10,10,22,10,0.396
11,1,22,10,0.463
11,2,22,10,0.461
11,3,22,10,0.462
11,4,22,10,0.465
11,5,22,10,0.462
11,6,22,10,0.476
11,7,22,10,0.465
11,8,22,10,0.474
11,9,22,10,0.475
11,10,22,10,0.476
12,1,22,10,0.239
12,2,22,10,0.234
12,3,22,10,0.243
12,4,22,10,0.243
12,5,22,10,0.235
12,6,22,10,0.243
12,7,22,10,0.233
12,8,22,10,0.239
12,9,22,10,0.25
12,10,22,10,0.233
13,1,22,10,0.215
13,2,22,10,0.219
13,3,22,10,0.209
13,4,22,10,0.214
13,5,22,10,0.214
13,6,22,10,0.239
13,7,22,10,0.214
13,8,22,10,0.204
13,9,22,10,0.217
13,10,22,10,0.218
14,1,22,10,0.376
14,2,22,10,0.383
14,3,22,10,0.392
14,4,22,10,0.397
14,5,22,10,0.363
14,6,22,10,0.384
14,7,22,10,0.375
14,8,22,10,0.372
14,9,22,10,0.37
14,10,22,10,0.375
15,1,22,10,0.201
15,2,22,10,0.201
15,3,22,10,0.179
15,4,22,10,0.182
15,5,22,10,0.19
15,6,22,10,0.173
15,7,22,10,0.184
15,8,22,10,0.193
15,9,22,10,0.198
15,10,22,10,0.18
16,1,22,10,0.341
16,2,22,10,0.332
16,3,22,10,0.337
16,4,22,10,0.337
16,5,22,10,0.331
16,6,22,10,0.337
16,7,22,10,0.342
16,8,22,10,0.337
16,9,22,10,0.308
16,10,22,10,0.33
17,1,22,10,0.313
17,2,22,10,0.307
17,3,22,10,0.306
17,4,22,10,0.311
17,5,22,10,0.298
17,6,22,10,0.306
17,7,22,10,0.304
17,8,22,10,0.297
17,9,22,10,0.297
17,10,22,10,0.292
18,1,22,10,0.55
18,2,22,10,0.549
18,3,22,10,0.543
18,4,22,10,0.555
18,5,22,10,0.547
18,6,22,10,0.541
18,7,22,10,0.547
18,8,22,10,0.54
18,9,22,10,0.545
18,10,22,10,0.555
19,1,22,10,0.561
19,2,22,10,0.562
19,3,22,10,0.568
19,4,22,10,0.546
19,5,22,10,0.565
19,6,22,10,0.56
19,7,22,10,0.565
19,8,22,10,0.57
19,9,22,10,0.574
19,10,22,10,0.568
20,1,22,10,0.66
20,2,22,10,0.647
20,3,22,10,0.655
20,4,22,10,0.653
20,5,22,10,0.663
20,6,22,10,0.652
20,7,22,10,0.65
20,8,22,10,0.649
20,9,22,10,0.657
20,10,22,10,0.645
21,1,22,10,0.237
21,2,22,10,0.238
21,3,22,10,0.242
21,4,22,10,0.248
21,5,22,10,0.233
21,6,22,10,0.231
21,7,22,10,0.239
21,8,22,10,0.24
21,9,22,10,0.242
21,10,22,10,0.248
22,1,22,10,0.396
22,2,22,10,0.399
22,3,22,10,0.388
22,4,22,10,0.385
22,5,22,10,0.398
22,6,22,10,0.403
22,7,22,10,0.398
22,8,22,10,0.389
22,9,22,10,0.405
22,10,22,10,0.394
23,1,22,10,0.507
23,2,22,10,0.523
23,3,22,10,0.505
23,4,22,10,0.512
23,5,22,10,0.51
23,6,22,10,0.508
23,7,22,10,0.506
23,8,22,10,0.507
23,9,22,10,0.512
23,10,22,10,0.513
24,1,22,10,0.176
24,2,22,10,0.175
24,3,22,10,0.174
24,4,22,10,0.177
24,5,22,10,0.178
24,6,22,10,0.181
24,7,22,10,0.184
24,8,22,10,0.183
24,9,22,10,0.173
24,10,22,10,0.183
25,1,22,10,0.405
25,2,22,10,0.396
25,3,22,10,0.387
25,4,22,10,0.401
25,5,22,10,0.39
25,6,22,10,0.398
25,7,22,10,0.392
25,8,22,10,0.402
25,9,22,10,0.398
25,10,22,10,0.407
26,1,22,10,0.588
26,2,22,10,0.593
26,3,22,10,0.592
26,4,22,10,0.596
26,5,22,10,0.595
26,6,22,10,0.595
26,7,22,10,0.592
26,8,22,10,0.593
26,9,22,10,0.585
26,10,22,10,0.591
27,1,22,10,0.451
27,2,22,10,0.449
27,3,22,10,0.444
27,4,22,10,0.454
27,5,22,10,0.442
27,6,22,10,0.44
27,7,22,10,0.447
27,8,22,10,0.453
27,9,22,10,0.45
27,10,22,10,0.448
28,1,22,10,0.377
28,2,22,10,0.367
28,3,22,10,0.383
28,4,22,10,0.374
28,5,22,10,0.375
28,6,22,10,0.353
28,7,22,10,0.377
28,8,22,10,0.378
28,9,22,10,0.374
28,10,22,10,0.359
29,1,22,10,0.385
29,2,22,10,0.388
29,3,22,10,0.389
29,4,22,10,0.396
29,5,22,10,0.391
29,6,22,10,0.387
29,7,22,10,0.387
29,8,22,10,0.398
29,9,22,10,0.386
29,10,22,10,0.388
30,1,22,10,0.337
30,2,22,10,0.341
30,3,22,10,0.359
30,4,22,10,0.355
30,5,22,10,0.358
30,6,22,10,0.339
30,7,22,10,0.337
30,8,22,10,0.356
30,9,22,10,0.346
30,10,22,10,0.359
31,1,22,10,0.496
31,2,22,10,0.49
31,3,22,10,0.496
31,4,22,10,0.486
31,5,22,10,0.503
31,6,22,10,0.496
31,7,22,10,0.498
31,8,22,10,0.5
31,9,22,10,0.495
31,10,22,10,0.499
32,1,22,10,0.605
32,2,22,10,0.599
32,3,22,10,0.599
32,4,22,10,0.604
32,5,22,10,0.603
32,6,22,10,0.603
32,7,22,10,0.613
32,8,22,10,0.611
32,9,22,10,0.612
32,10,22,10,0.602
33,1,22,10,0.353
33,2,22,10,0.352
33,3,22,10,0.356
33,4,22,10,0.347
33,5,22,10,0.362
33,6,22,10,0.354
33,7,22,10,0.364
33,8,22,10,0.366
33,9,22,10,0.367
33,10,22,10,0.344
34,1,22,10,0.495
34,2,22,10,0.504
34,3,22,10,0.504
34,4,22,10,0.512
34,5,22,10,0.501
34,6,22,10,0.501
34,7,22,10,0.5
34,8,22,10,0.496
34,9,22,10,0.499
34,10,22,10,0.493
35,1,22,10,0.37
35,2,22,10,0.37
35,3,22,10,0.372
35,4,22,10,0.356
35,5,22,10,0.378
35,6,22,10,0.363
35,7,22,10,0.375
35,8,22,10,0.373
35,9,22,10,0.369
35,10,22,10,0.354
36,1,22,10,0.544
36,2,22,10,0.543
36,3,22,10,0.545
36,4,22,10,0.54
36,5,22,10,0.559
36,6,22,10,0.544
36,7,22,10,0.544
36,8,22,10,0.548
36,9,22,10,0.544
36,10,22,10,0.546
37,1,22,10,0.286
37,2,22,10,0.29
37,3,22,10,0.298
37,4,22,10,0.299
37,5,22,10,0.296
37,6,22,10,0.293
37,7,22,10,0.301
37,8,22,10,0.293
37,9,22,10,0.299
37,10,22,10,0.297
38,1,22,10,0.463
38,2,22,10,0.47
38,3,22,10,0.463
38,4,22,10,0.478
38,5,22,10,0.468
38,6,22,10,0.47
38,7,22,10,0.464
38,8,22,10,0.474
38,9,22,10,0.47
38,10,22,10,0.466
39,1,22,10,0.48
39,2,22,10,0.502
39,3,22,10,0.479
39,4,22,10,0.496
39,5,22,10,0.479
39,6,22,10,0.492
39,7,22,10,0.486
39,8,22,10,0.488
39,9,22,10,0.486
39,10,22,10,0.482
40,1,22,10,0.168
40,2,22,10,0.169
40,3,22,10,0.165
40,4,22,10,0.173
40,5,22,10,0.161
40,6,22,10,0.159
40,7,22,10,0.159
40,8,22,10,0.175
40,9,22,10,0.164
40,10,22,10,0.168
41,1,22,10,0.354
41,2,22,10,0.361
41,3,22,10,0.35
41,4,22,10,0.344
41,5,22,10,0.356
41,6,22,10,0.357
41,7,22,10,0.36
41,8,22,10,0.357
41,9,22,10,0.349
41,10,22,10,0.345
42,1,22,10,0.482
42,2,22,10,0.483
42,3,22,10,0.473
42,4,22,10,0.501
42,5,22,10,0.492
42,6,22,10,0.481
42,7,22,10,0.481
42,8,22,10,0.485
42,9,22,10,0.473
42,10,22,10,0.491
43,1,22,10,0.339
43,2,22,10,0.341
43,3,22,10,0.347
43,4,22,10,0.356
43,5,22,10,0.352
43,6,22,10,0.346
43,7,22,10,0.35
43,8,22,10,0.346
43,9,22,10,0.356
43,10,22,10,0.345
44,1,22,10,0.6
44,2,22,10,0.597
44,3,22,10,0.595
44,4,22,10,0.605
44,5,22,10,0.611
44,6,22,10,0.595
44,7,22,10,0.602
44,8,22,10,0.599
44,9,22,10,0.594
44,10,22,10,0.608
45,1,22,10,0.421
45,2,22,10,0.429
45,3,22,10,0.427
45,4,22,10,0.427
45,5,22,10,0.427
45,6,22,10,0.426
45,7,22,10,0.429
45,8,22,10,0.438
45,9,22,10,0.425
45,10,22,10,0.419
46,1,22,10,0.462
46,2,22,10,0.461
46,3,22,10,0.472
46,4,22,10,0.475
46,5,22,10,0.463
46,6,22,10,0.463
46,7,22,10,0.459
46,8,22,10,0.466
46,9,22,10,0.463
46,10,22,10,0.471
1,1,22,10,0.245
1,2,22,10,0.129
1,3,22,10,0.18
1,4,22,10,0.153
1,5,22,10,0.176
1,6,22,10,0.141
1,7,22,10,0.18
1,8,22,10,0.191
1,9,22,10,0.212
1,10,22,10,0.129
2,1,22,10,0.212
2,2,22,10,0.209
2,3,22,10,0.216
2,4,22,10,0.208
2,5,22,10,0.224
2,6,22,10,0.218
2,7,22,10,0.209
1,1,25,10,0.441
1,2,25,10,0.448
1,3,25,10,0.439
1,4,25,10,0.43
1,5,25,10,0.441
1,6,25,10,0.439
1,7,25,10,0.436
1,8,25,10,0.444
1,9,25,10,0.454
1,10,25,10,0.448
2,1,25,10,0.221
2,2,25,10,0.217
2,3,25,10,0.224
2,4,25,10,0.214
2,5,25,10,0.233
2,6,25,10,0.224
2,7,25,10,0.216
2,8,25,10,0.213
2,9,25,10,0.225
2,10,25,10,0.225
3,1,25,10,0.265
3,2,25,10,0.286
3,3,25,10,0.269
3,4,25,10,0.272
3,5,25,10,0.276
3,6,25,10,0.287
3,7,25,10,0.271
3,8,25,10,0.28
3,9,25,10,0.271
3,10,25,10,0.274
4,1,25,10,0.274
4,2,25,10,0.29
4,3,25,10,0.275
4,4,25,10,0.275
4,5,25,10,0.273
4,6,25,10,0.274
4,7,25,10,0.272
4,8,25,10,0.28
4,9,25,10,0.274
4,10,25,10,0.279
5,1,25,10,0.459
5,2,25,10,0.446
5,3,25,10,0.459
5,4,25,10,0.453
5,5,25,10,0.453
5,6,25,10,0.454
5,7,25,10,0.452
5,8,25,10,0.454
5,9,25,10,0.446
5,10,25,10,0.461
6,1,25,10,0.467
6,2,25,10,0.473
6,3,25,10,0.459
6,4,25,10,0.469
6,5,25,10,0.466
6,6,25,10,0.463
6,7,25,10,0.471
6,8,25,10,0.479
6,9,25,10,0.48
6,10,25,10,0.469
7,1,25,10,0.36
7,2,25,10,0.359
7,3,25,10,0.359
7,4,25,10,0.379
7,5,25,10,0.346
7,6,25,10,0.35
7,7,25,10,0.369
7,8,25,10,0.354
7,9,25,10,0.367
7,10,25,10,0.348
8,1,25,10,0.499
8,2,25,10,0.488
8,3,25,10,0.494
8,4,25,10,0.491
8,5,25,10,0.49
8,6,25,10,0.487
8,7,25,10,0.496
8,8,25,10,0.485
8,9,25,10,0.493
8,10,25,10,0.496
9,1,25,10,0.471
9,2,25,10,0.471
9,3,25,10,0.482
9,4,25,10,0.472
9,5,25,10,0.476
9,6,25,10,0.481
9,7,25,10,0.469
9,8,25,10,0.468
9,9,25,10,0.476
9,10,25,10,0.467
10,1,25,10,0.389
10,2,25,10,0.404
10,3,25,10,0.381
10,4,25,10,0.4
10,5,25,10,0.391
10,6,25,10,0.392
10,7,25,10,0.387
10,8,25,10,0.4
10,9,25,10,0.39
10,10,25,10,0.387
11,1,25,10,0.464
11,2,25,10,0.461
11,3,25,10,0.462
11,4,25,10,0.465
11,5,25,10,0.462
11,6,25,10,0.474
11,7,25,10,0.465
11,8,25,10,0.473
11,9,25,10,0.476
11,10,25,10,0.473
12,1,25,10,0.236
12,2,25,10,0.229
12,3,25,10,0.239
12,4,25,10,0.237
12,5,25,10,0.232
12,6,25,10,0.237
12,7,25,10,0.23
12,8,25,10,0.236
12,9,25,10,0.245
12,10,25,10,0.229
13,1,25,10,0.223
13,2,25,10,0.226
13,3,25,10,0.215
13,4,25,10,0.219
13,5,25,10,0.222
13,6,25,10,0.241
13,7,25,10,0.219
13,8,25,10,0.21
13,9,25,10,0.222
13,10,25,10,0.223
14,1,25,10,0.364
14,2,25,10,0.374
14,3,25,10,0.38
14,4,25,10,0.382
14,5,25,10,0.352
14,6,25,10,0.375
14,7,25,10,0.363
14,8,25,10,0.362
14,9,25,10,0.36
14,10,25,10,0.363
15,1,25,10,0.208
15,2,25,10,0.206
15,3,25,10,0.186
15,4,25,10,0.19
15,5,25,10,0.196
15,6,25,10,0.182
15,7,25,10,0.193
15,8,25,10,0.199
15,9,25,10,0.207
15,10,25,10,0.189
16,1,25,10,0.332
16,2,25,10,0.326
16,3,25,10,0.327
16,4,25,10,0.33
16,5,25,10,0.322
16,6,25,10,0.329
16,7,25,10,0.333
16,8,25,10,0.328
16,9,25,10,0.301
16,10,25,10,0.321
17,1,25,10,0.31
17,2,25,10,0.305
17,3,25,10,0.305
17,4,25,10,0.309
17,5,25,10,0.297
17,6,25,10,0.304
17,7,25,10,0.302
17,8,25,10,0.294
17,9,25,10,0.297
17,10,25,10,0.291
18,1,25,10,0.55
18,2,25,10,0.547
18,3,25,10,0.541
18,4,25,10,0.551
18,5,25,10,0.548
18,6,25,10,0.54
18,7,25,10,0.545
18,8,25,10,0.541
18,9,25,10,0.545
18,10,25,10,0.553
19,1,25,10,0.555
19,2,25,10,0.557
19,3,25,10,0.564
19,4,25,10,0.541
19,5,25,10,0.56
19,6,25,10,0.553
19,7,25,10,0.562
19,8,25,10,0.565
19,9,25,10,0.567
19,10,25,10,0.562
20,1,25,10,0.642
20,2,25,10,0.628
20,3,25,10,0.639
20,4,25,10,0.636
20,5,25,10,0.645
20,6,25,10,0.636
20,7,25,10,0.634
20,8,25,10,0.632
20,9,25,10,0.639
20,10,25,10,0.629
21,1,25,10,0.245
21,2,25,10,0.245
21,3,25,10,0.252
21,4,25,10,0.255
21,5,25,10,0.242
21,6,25,10,0.239
21,7,25,10,0.248
21,8,25,10,0.248
21,9,25,10,0.251
21,10,25,10,0.255
22,1,25,10,0.4
22,2,25,10,0.404
22,3,25,10,0.396
22,4,25,10,0.394
22,5,25,10,0.403
22,6,25,10,0.407
22,7,25,10,0.402
22,8,25,10,0.395
22,9,25,10,0.41
22,10,25,10,0.4
23,1,25,10,0.491
23,2,25,10,0.505
23,3,25,10,0.489
23,4,25,10,0.494
23,5,25,10,0.495
23,6,25,10,0.491
23,7,25,10,0.489
23,8,25,10,0.491
23,9,25,10,0.496
23,10,25,10,0.495
24,1,25,10,0.191
24,2,25,10,0.188
24,3,25,10,0.187
24,4,25,10,0.19
24,5,25,10,0.191
24,6,25,10,0.194
24,7,25,10,0.195
24,8,25,10,0.195
24,9,25,10,0.186
24,10,25,10,0.197
25,1,25,10,0.407
25,2,25,10,0.401
25,3,25,10,0.392
25,4,25,10,0.407
25,5,25,10,0.396
25,6,25,10,0.402
25,7,25,10,0.397
25,8,25,10,0.406
25,9,25,10,0.403
25,10,25,10,0.411
26,1,25,10,0.577
26,2,25,10,0.582
26,3,25,10,0.581
26,4,25,10,0.584
26,5,25,10,0.583
26,6,25,10,0.584
26,7,25,10,0.582
26,8,25,10,0.58
26,9,25,10,0.576
26,10,25,10,0.581
27,1,25,10,0.444
27,2,25,10,0.441
27,3,25,10,0.435
27,4,25,10,0.448
27,5,25,10,0.436
27,6,25,10,0.435
27,7,25,10,0.441
27,8,25,10,0.447
27,9,25,10,0.442
27,10,25,10,0.441
28,1,25,10,0.381
28,2,25,10,0.375
28,3,25,10,0.388
28,4,25,10,0.383
28,5,25,10,0.381
28,6,25,10,0.364
28,7,25,10,0.382
28,8,25,10,0.382
28,9,25,10,0.381
28,10,25,10,0.368
29,1,25,10,0.38
29,2,25,10,0.383
29,3,25,10,0.383
29,4,25,10,0.388
29,5,25,10,0.384
29,6,25,10,0.38
29,7,25,10,0.381
29,8,25,10,0.394
29,9,25,10,0.38
29,10,25,10,0.382
30,1,25,10,0.34
30,2,25,10,0.344
30,3,25,10,0.364
30,4,25,10,0.36
30,5,25,10,0.361
30,6,25,10,0.347
30,7,25,10,0.343
30,8,25,10,0.362
30,9,25,10,0.353
30,10,25,10,0.362
31,1,25,10,0.497
31,2,25,10,0.489
31,3,25,10,0.494
31,4,25,10,0.485
31,5,25,10,0.502
31,6,25,10,0.496
31,7,25,10,0.499
31,8,25,10,0.497
31,9,25,10,0.495
31,10,25,10,0.498
32,1,25,10,0.589
32,2,25,10,0.585
32,3,25,10,0.585
32,4,25,10,0.588
32,5,25,10,0.587
32,6,25,10,0.589
32,7,25,10,0.597
32,8,25,10,0.596
32,9,25,10,0.596
32,10,25,10,0.587
33,1,25,10,0.347
33,2,25,10,0.349
33,3,25,10,0.351
33,4,25,10,0.343
33,5,25,10,0.355
33,6,25,10,0.349
33,7,25,10,0.356
33,8,25,10,0.36
33,9,25,10,0.365
33,10,25,10,0.34
34,1,25,10,0.467
34,2,25,10,0.475
34,3,25,10,0.477
34,4,25,10,0.485
34,5,25,10,0.474
34,6,25,10,0.474
34,7,25,10,0.473
34,8,25,10,0.469
34,9,25,10,0.47
34,10,25,10,0.466
35,1,25,10,0.354
35,2,25,10,0.358
35,3,25,10,0.362
35,4,25,10,0.347
35,5,25,10,0.367
35,6,25,10,0.351
35,7,25,10,0.363
35,8,25,10,0.363
35,9,25,10,0.356
35,10,25,10,0.343
36,1,25,10,0.527
36,2,25,10,0.528
36,3,25,10,0.528
36,4,25,10,0.525
36,5,25,10,0.541
36,6,25,10,0.528
36,7,25,10,0.529
36,8,25,10,0.533
36,9,25,10,0.53
36,10,25,10,0.529
37,1,25,10,0.289
37,2,25,10,0.293
37,3,25,10,0.302
37,4,25,10,0.302
37,5,25,10,0.299
37,6,25,10,0.296
37,7,25,10,0.304
37,8,25,10,0.296
37,9,25,10,0.302
37,10,25,10,0.298
38,1,25,10,0.463
38,2,25,10,0.47
38,3,25,10,0.465
38,4,25,10,0.477
38,5,25,10,0.468
38,6,25,10,0.47
38,7,25,10,0.465
38,8,25,10,0.473
38,9,25,10,0.471
38,10,25,10,0.467
39,1,25,10,0.46
39,2,25,10,0.481
39,3,25,10,0.457
39,4,25,10,0.475
39,5,25,10,0.46
39,6,25,10,0.47
39,7,25,10,0.468
39,8,25,10,0.465
39,9,25,10,0.463
39,10,25,10,0.462
40,1,25,10,0.173
40,2,25,10,0.174
40,3,25,10,0.169
40,4,25,10,0.177
40,5,25,10,0.167
40,6,25,10,0.165
40,7,25,10,0.164
40,8,25,10,0.177
40,9,25,10,0.168
40,10,25,10,0.173
41,1,25,10,0.351
41,2,25,10,0.358
41,3,25,10,0.347
41,4,25,10,0.342
41,5,25,10,0.353
41,6,25,10,0.353
41,7,25,10,0.358
41,8,25,10,0.355
41,9,25,10,0.346
41,10,25,10,0.345
42,1,25,10,0.459
42,2,25,10,0.46
42,3,25,10,0.45
42,4,25,10,0.482
42,5,25,10,0.468
42,6,25,10,0.462
42,7,25,10,0.456
42,8,25,10,0.461
42,9,25,10,0.452
42,10,25,10,0.47
43,1,25,10,0.335
43,2,25,10,0.333
43,3,25,10,0.34
43,4,25,10,0.351
43,5,25,10,0.347
43,6,25,10,0.34
43,7,25,10,0.344
43,8,25,10,0.341
43,9,25,10,0.351
43,10,25,10,0.342
44,1,25,10,0.597
44,2,25,10,0.594
44,3,25,10,0.593
44,4,25,10,0.602
44,5,25,10,0.609
44,6,25,10,0.593
44,7,25,10,0.599
44,8,25,10,0.597
44,9,25,10,0.593
44,10,25,10,0.605
45,1,25,10,0.419
45,2,25,10,0.427
45,3,25,10,0.422
45,4,25,10,0.425
45,5,25,10,0.424
45,6,25,10,0.425
45,7,25,10,0.426
45,8,25,10,0.434
45,9,25,10,0.422
45,10,25,10,0.419
46,1,25,10,0.465
46,2,25,10,0.461
46,3,25,10,0.472
46,4,25,10,0.472
46,5,25,10,0.465
46,6,25,10,0.466
46,7,25,10,0.462
46,8,25,10,0.468
46,9,25,10,0.463
46,10,25,10,0.471
1,1,33,10,0.004
2,1,33,10,0.01
3,1,33,10,0.004
4,1,33,10,0.011
5,1,33,10,0.005
6,1,33,10,0.009
7,1,33,10,0.014
